customer_id,age,income_usd,tenure_months,home_state,customer_base_risk
1,40,32336.0,106,NY,0.004405420676024063
2,24,31737.0,94,AZ,0.4677151943438913
3,45,26543.0,82,OR,0.4898265973918595
4,47,44038.0,30,CA,0.8243498932652613
5,18,40360.0,75,IL,0.38872960127433365
6,20,25000.0,99,VA,0.8332535538032371
7,38,25000.0,8,CT,-0.4681980606989388
8,32,43963.0,21,OR,0.49016507275766064
9,36,25163.0,62,SC,-0.3098037402525147
10,26,41603.0,43,VA,-0.14451588625029987
11,47,51607.0,85,TX,0.11627886515553648
12,45,25000.0,48,TX,-0.017524662397809254
13,37,25000.0,120,CO,-0.06542372850101857
14,50,77149.0,36,WA,-0.16968560787442102
15,42,42540.0,43,WA,0.4553690971714839
16,26,30072.0,0,MA,0.77348836125379
17,40,25000.0,29,MA,0.18104579752211247
18,24,28863.0,28,PA,0.06747030041123225
19,47,25000.0,92,MI,0.4869617699651548
20,35,54043.0,40,OH,0.296772613928995
21,34,25603.0,24,WA,-0.44234862910263933
22,28,59402.0,37,CO,0.36578829656751016
23,51,30325.0,68,CO,-0.013764567260583976
24,34,25000.0,95,NJ,0.28270226950883587
25,31,29976.0,118,IL,-0.12861805913415375
26,32,25000.0,5,WA,1.2298971109484242
27,42,34395.0,101,CA,1.0929721337673857
28,40,33639.0,47,VA,0.2445079464497616
29,41,52635.0,97,AZ,-0.1609467011762249
30,41,25000.0,4,SC,1.0187435678635608
31,62,61257.0,75,MA,-0.5141604850333069
32,31,52537.0,112,VA,0.5071371501575603
33,30,63794.0,4,MD,1.0095090876588138
34,26,35464.0,95,OR,-0.16711426720424633
35,43,57311.0,13,MA,-0.35571140154506353
36,50,25000.0,118,CT,0.2053488327020892
37,35,50055.0,90,OH,0.3261983876684705
38,26,25667.0,110,OH,-0.20284646805793993
39,26,25000.0,108,OH,0.58969326965351
40,44,25000.0,38,CT,0.1679282568150838
41,45,36406.0,50,GA,-0.12558518475248387
42,43,25061.0,83,OR,0.036308350699457786
43,28,43012.0,21,NJ,0.8119938569953984
44,39,25000.0,37,AZ,-0.285874667790868
45,37,25000.0,11,CT,-0.056162534581151335
46,39,67344.0,107,PA,0.3334042546222222
47,46,54541.0,29,WA,0.07575996520877218
48,39,25000.0,49,MD,-0.07693428639031824
49,44,36267.0,54,FL,0.537677632727688
50,37,57456.0,45,NC,0.3543035066092133
51,39,43855.0,94,MI,0.3159867339813284
52,44,38820.0,110,SC,-0.014338805654229958
53,19,59446.0,69,SC,0.2395933830579747
54,32,26139.0,101,CO,0.2996366228544395
55,30,36829.0,13,OH,-0.2591751714246828
56,28,36025.0,116,OH,0.6647247083965893
57,33,32121.0,14,CO,0.7950731810365435
58,54,30473.0,8,SC,0.11741580255590525
59,26,37526.0,2,CO,1.2246365723507824
60,48,36882.0,29,TX,0.615030714997264
61,18,25000.0,101,WA,1.284446293498691
62,32,52094.0,36,GA,0.5449434674217445
63,38,25000.0,95,OH,-0.4074381296755774
64,43,32919.0,51,CT,0.08955620908536839
65,45,31797.0,12,CT,0.3752408880191267
66,46,42666.0,57,CT,0.027023946084323958
67,32,25000.0,28,MI,0.8239683607641275
68,30,54226.0,35,VA,0.5702813104809213
69,46,26778.0,62,MD,-0.0855755494405554
70,34,62880.0,95,MI,-0.05684000696700327
71,21,29285.0,71,NC,0.33765605233362717
72,22,35526.0,27,CT,0.5317050445628407
73,25,85923.0,86,OH,-0.07890132226668414
74,42,32055.0,84,OH,0.5339902701614004
75,38,63417.0,28,CT,-0.31096263230684207
76,44,36959.0,103,MD,-0.7158623617345172
77,31,43780.0,102,PA,-0.3615900787821869
78,38,37477.0,73,IL,-0.15990556444735543
79,44,53185.0,35,PA,-0.22949205614897508
80,32,26676.0,42,NY,0.2655110402153247
81,41,25000.0,53,MD,-0.17792786693510076
82,28,27245.0,22,GA,-0.2238852065909761
83,32,37982.0,37,AZ,-0.12530659617823847
84,31,32880.0,16,NJ,-0.1904789004059234
85,22,49992.0,18,WA,0.2059271894965241
86,42,65325.0,90,VA,-0.2090505885632729
87,30,25000.0,15,VA,0.44116988594083373
88,36,26101.0,56,NY,-0.14633528477436786
89,42,25000.0,51,MD,0.07484118008458007
90,41,90551.0,5,GA,0.7092420620291309
91,44,41652.0,100,MI,0.4831097416131486
92,35,45067.0,119,AZ,-0.05399774660619645
93,31,25000.0,77,FL,0.5677438531897181
94,35,36296.0,81,CT,-0.20332956160168308
95,18,45668.0,28,NC,0.38272168704781306
96,19,32411.0,102,TX,0.39843814403952377
97,20,58928.0,94,MI,-0.02911613425996129
98,24,102778.0,53,OH,-0.02362886434477016
99,41,25000.0,85,FL,0.8065247153823281
100,25,25000.0,115,FL,-0.09851808102414655
101,31,25000.0,72,CA,0.1553907563567818
102,52,74816.0,24,OH,-0.4592810668573929
103,32,58050.0,39,OH,-0.5107297201664032
104,45,34167.0,22,VA,-0.07553831527001531
105,25,36918.0,40,GA,0.042505945929786765
106,34,25149.0,107,TX,0.05804593567409755
107,25,54204.0,22,WA,-0.07910875527772919
108,32,30609.0,107,AZ,-0.37691642424617927
109,46,32305.0,34,IL,-0.01908117402744028
110,18,47761.0,60,AZ,0.5756154656912862
111,41,33370.0,63,NY,-0.2753857755130881
112,39,32672.0,15,MD,0.07569900680422514
113,29,36489.0,22,PA,0.30249531597832374
114,19,51943.0,36,IL,0.12620657729171564
115,37,76185.0,7,AZ,0.11953353865629664
116,30,47262.0,91,CT,-0.5323941977847608
117,39,52130.0,66,MA,0.3109573505262719
118,36,33192.0,102,GA,0.32803025658279356
119,55,26410.0,104,CA,0.21948289122831352
120,33,48742.0,42,NY,0.3936863092070442
121,24,39225.0,98,WA,0.08472782926718482
122,38,25000.0,7,MA,-0.016249639361669205
123,39,31331.0,51,MD,0.6803904994340362
124,52,34986.0,80,MI,0.8442680307821782
125,46,28862.0,56,TX,-0.04270319714121695
126,40,70741.0,89,WA,-0.03981013298773534
127,54,45068.0,103,NY,0.365764890141509
128,22,67368.0,51,NY,0.3726492493662297
129,28,40886.0,33,GA,0.4081059780582943
130,25,37670.0,70,OH,0.47314125912093385
131,31,25000.0,105,MD,0.0031933985552096145
132,19,36511.0,119,MI,0.7467461321900908
133,44,36529.0,98,MD,0.19783255692152207
134,33,25000.0,29,OR,-0.2259040076878167
135,18,28487.0,24,MA,0.25362157375006
136,24,31399.0,69,IL,-0.028345923538729
137,40,43742.0,48,FL,0.5249819477809115
138,46,44695.0,73,CT,0.5364753568096646
139,60,27957.0,111,MI,0.4624695214125662
140,71,44846.0,66,CT,0.35403874614296627
141,41,33459.0,43,FL,0.34448920750475387
142,24,25000.0,105,MI,0.29714615734419053
143,18,29199.0,53,NJ,0.742658969397572
144,39,59015.0,73,PA,0.16637690428247084
145,26,25000.0,16,MD,-0.2915477580045833
146,31,38205.0,61,OR,-0.07658650108048343
147,29,74115.0,51,PA,-0.36012256856871494
148,34,25790.0,14,OR,0.5875007526789031
149,49,36351.0,25,FL,0.7789350362542644
150,38,25000.0,85,OR,-0.5591667721442612
151,34,75528.0,21,CO,0.5476851141550813
152,24,34979.0,15,MD,0.23035248073603537
153,18,37086.0,6,OH,0.9544519367055457
154,30,66798.0,3,TX,1.0772635041047138
155,35,48906.0,52,NJ,0.5041382687599721
156,57,25000.0,59,IL,0.27340985167512366
157,38,27139.0,75,GA,-0.27720906058452083
158,48,45375.0,69,NY,-0.03698620932062349
159,30,27423.0,64,WA,0.380479616137382
160,22,25000.0,120,MD,0.5244136144629745
161,24,35456.0,30,WA,0.43020610275343474
162,27,25000.0,86,PA,0.17700591397584464
163,62,75156.0,9,FL,-0.2084282616902045
164,26,39323.0,102,NC,-0.18009243415903925
165,46,25000.0,43,WA,0.06286461611332947
166,25,26519.0,41,CA,0.2716000773951146
167,47,25000.0,16,AZ,-0.4857871314895827
168,41,25000.0,61,CO,-0.07302674375025814
169,34,57374.0,48,AZ,-0.6988422156710394
170,36,99142.0,117,MD,-0.2159761988923139
171,28,50356.0,21,OR,0.4190601570005282
172,41,34842.0,50,FL,-0.21514073360509245
173,31,29900.0,108,VA,0.4461059110514653
174,21,25000.0,97,MA,1.597088794559312
175,21,91757.0,92,TX,0.9087383459400724
176,38,33358.0,63,MD,0.24672968313692414
177,55,94092.0,105,IL,0.3004520595287689
178,38,67988.0,27,NJ,-0.47938898085287707
179,35,25000.0,97,MI,-0.35069512869369396
180,39,26912.0,70,MI,0.2100443381777878
181,52,26874.0,42,FL,0.339513697213944
182,39,35034.0,26,IL,0.5830414994872342
183,31,35343.0,63,CA,0.0009332505095397126
184,49,139847.0,0,CO,0.967688419526576
185,41,25000.0,86,SC,0.2556890447935411
186,54,40257.0,28,WA,0.15401206304823656
187,38,47927.0,47,CA,-0.02536620664690042
188,21,36290.0,23,MA,0.3008534240761539
189,20,38161.0,56,NC,0.6978975929347372
190,56,25000.0,44,TX,0.2682674930682774
191,57,38098.0,22,FL,0.045995881915387754
192,34,45713.0,107,CT,0.23302099310824856
193,31,42084.0,91,GA,0.5597410559513036
194,54,46938.0,46,NC,0.23708170359141187
195,23,68574.0,6,TX,-0.3648551620212535
196,25,55361.0,102,FL,0.03487601840169708
197,44,37499.0,84,CT,-0.11900104700220832
198,31,25000.0,67,NY,0.23379416120494165
199,36,27722.0,73,MD,-0.11763784395696986
200,34,32898.0,0,MA,1.547007168074175
201,40,40683.0,57,WA,0.4741660141569447
202,53,29283.0,22,MD,0.6035462568698362
203,37,25000.0,78,MI,0.5681027315684237
204,44,25000.0,112,CT,0.10529010094921731
205,18,25000.0,64,SC,0.4510365897654012
206,35,32672.0,73,OR,0.8096033400450535
207,26,25000.0,80,MI,0.14220812243965475
208,21,25000.0,112,MD,0.12589677513480046
209,25,30417.0,4,TX,1.4526133567830388
210,32,25000.0,37,FL,0.25032148389230224
211,47,43083.0,32,PA,0.7270804433926437
212,20,50671.0,86,CA,0.48503938729329704
213,36,28361.0,54,OR,0.19299947942865045
214,30,29832.0,93,OH,0.7341422830711415
215,32,46251.0,57,NY,-0.5384632207629455
216,48,26336.0,118,SC,-0.0048768066110525254
217,42,25534.0,92,FL,-0.11057704014932279
218,52,62220.0,2,OR,0.1317220774993506
219,34,54062.0,119,TX,0.3056117498058111
